company_name,contact_name,email,phone,country,lanes,fmc_id,trade_name,license_number,city,state,zip,street,carrier_type,qi_title,renewal_date,fax
OC-LINES (CHINA) LOGISTICS LTD.,,,,CHINA,,026162,,,SHANGHAI  200080,,,"ROOM 1202-1204, NO. 1688 NORTH SICHUAN ROAD HONGKOU DISTRICT",NVOCC,,2028-06-01,
T&M FORWARDING COMPANY LIMITED,,,,VIETNAM,,026164,T&M FORWARDING,,HO CHI MINH CITY,,,"17/F., PEARL PLAZA 561A DIEN BIEN PHU STREET, BINH THANH DISTRICT",NVOCC,,2028-05-31,
"SNC LOGIX CO., LTD.",,,,"KOREA, SOUTH",,026168,SNC,,SEOUL 07255,,,"UNIT 1207, 130, SEONYU-RO YEONGDEUNGPO-GU",NVOCC,,2028-12-02,
ITG AIR & SEA GMBH,,,,GERMANY,,026170,ITG OCEAN EXPRESS LINE,,SCHWAIG D-85445,,,EICHENSTR.2,NVOCC,,2028-06-15,
NAF NORTHERN FREIGHT LTD.,,,,CHINA,,026171,,,GUANGZHOU 510620,,,"ROOM 805, GRAND TOWER SITE 1 OF 228 TIANHE ROAD",NVOCC,,2028-06-15,
"WATCO SUPPLY CHAIN SERVICES INTERNATIONAL, L.L.C.",ERIC WOLFE,,(479) 717-6690,UNITED STATES,,026175,,026175,LOWELL,AR,72745,621 WEST APPLE BLOSSOM AVE,NVOCC,PRESIDENT,2028-05-31,(479) 751-0174
NAF NORTHERN OCEAN FREIGHT LIMITED,,,,HONG KONG,,026176,,,KOWLOON,,,"UNIT 1503-5, 15 FLOOR, PORT 33 33 TSUEK LUK STREET, SAN PO KONG",NVOCC,,2028-06-22,
YAMATO LOGISTICS (HK) LTD,,,,HONG KONG,,026178,,,KOWLOON,,,"25/F., PORT 33, 33 TSEUK LUK STREET, SAN PO KONG",NVOCC,,2028-06-22,
ACC SHIPPING LTD,,,,UNITED KINGDOM,,026179,MINERVA LINE LTD,,"GRAVESEND, KENT DA12 2DL",,,WHITEHALL PLACE 47 THE TERRACE,NVOCC,,2028-06-22,
ONBOARD LOGISTICS USA INC,PABLO VARELA,,(305) 471-0201,UNITED STATES,,026181,,026181,MIAMI,FL,33182,1375 NW 129TH AVE SUITE 100,NVOCC + FF,SECRETARY,2028-01-31,(305) 468-6130
PENSKE TRANSPORTATION MANAGEMENT LLC,RICHARD KENYON,,(610) 621-5432,UNITED STATES,,026183,,026183,READING,PA,19607,2675 MORGANTOWN ROAD,NVOCC,DIRECTOR - INTL FREIGHT MANAGEMENT,2028-03-31,
PENSKE LOGISTICS LLC,RICHARD KENYON,,(610) 621-5432,UNITED STATES,,026184,,026184,READING,PA,19607,2675 MORGANTOWN ROAD,NVOCC + FF,DIRECTOR - INTL FREIGHT MANAGEMENT,2028-04-30,(610) 796-4399
"BEE IMAGINE LOGISTICS, INC.",HANNE JEPPSSON,,(310) 407-9219,UNITED STATES,,026185,,026185,IRWINDALE,CA,91706,4910 AZUSA CANYON ROAD,NVOCC + FF,VICE PRESIDENT,2028-05-31,
PROFORWARDING INTERNATIONAL INC,FAY CHENG,,(626) 524-2808,UNITED STATES,,026186,,026186,EL MONTE,CA,91731,9650 TELSTAR AVE UNIT A #845,NVOCC + FF,DIRECTOR/PRESIDENT/CEO/SECRETARY/TREASURER/CFO,2028-06-30,
LSI LOGISTIC SOLUTIONS LLC,TIM GERHARZ,,(630) 635-6800,UNITED STATES,,026191,,026191,GLENDALE HEIGHTS,IL,60139,1601 FULLERTON COURT,NVOCC + FF,EXECUTIVE VICE PRESIDENT OF NORTH AMERICA,2028-01-31,(630) 635-6808
"PGS USA, LLC",STACY STUBBS,,(504) 896-4320,UNITED STATES,,026192,,021726,METAIRIE,LA,70001,2424 EDENBORN SUITE 550,NVOCC + FF,CUSTOMS COMPLIANCE OFFICER,2029-06-30,
CARL EXPRESS CORP.,RIC PALCONAYO,,(847) 376-8158,UNITED STATES,,026200,,026200,DES PLAINS,IL,60016,1255 RAND RD,NVOCC,PRESIDENT,2028-10-31,(224) 567-8765
TOTAL CONNECTION LOGISTIC SERVICES INC.,SHAUN TANNER,,(732) 817-0401,UNITED STATES,,026203,,026203,HOLMDEL,NJ,07733,11 MAIN STREET,NVOCC + FF,COO,2028-03-31,(732) 817-0431
"D AND M INTERNATIONAL LOGISTICS CO., LTD.",,,,TAIWAN,,026205,,,TAIPEI  10450,,,"3/F., NO. 17 CHANGCHUN ROAD ZHONGSHAN DISTRICT",NVOCC,,2028-06-24,
"BESTRO LOGIX CO., LTD.",,,,"KOREA, SOUTH",,026207,,,SEOUL,,,"ROOM 1801, 2 DONG, ACE HIGHTECH CITY 775, GYEONGIN-RO, YEONGDEUNGPO-GU",NVOCC,,2028-06-24,
SHIKHAR LOGISTICS PVT LIMITED,,,,INDIA,,026208,,,NOIDA  201301,,,D-63 SECTOR -6,NVOCC,,2028-06-24,
FORTUNA GLOBAL LOGISTICS LLC,RAJEEV NAIR,,(908) 333-9238,UNITED STATES,,026209,,026209,SOUTH PLAINFIELD,NJ,07080,51 CRAGWOOD ROAD SUITE 304,NVOCC + FF,MANAGER/MEMBER/PRESIDENT/TREASURER,2028-09-30,(908) 333-6838
"AVICO LOGISTIC SERVICES, INC",BEN BIVAS,,(323) 454-8100,UNITED STATES,,026211,,026211,INGLEWOOD,CA,90302,408 EDGEWOOD ST,NVOCC,SECRETARY,2029-01-31,(323)601-6060
"ACCELERATORS WORLDWIDE SYSTEMS, LLC",DAMING LIU,,(626) 522-0208,UNITED STATES,,026212,,026212,ARCADIA,CA,91006,444 E. HUNTINGTON DR. STE. 208,NVOCC + FF,MEMBER,2029-02-28,(626) 283-5371
TRIPATH LOGISTICS PRIVATE LIMITED,,,,INDIA,,026215,,,"NEAR RACHENAHALLI LAKE, KARNATAKA,BANGALORE 560024",,,"HARE KRISHNA TWR, I FL, PLOT#5-10, BALAJI LAYOUT III CROSS, DASARAHALLI MAIN RD, H.A.FARM POST",NVOCC,,2028-06-28,
NMR LOGISTICS PVT. LTD.,,,,INDIA,,026217,,,NAVI MUMBAI  400614,,,"A-606, HERMES ATRIUM, PLOT NO. 57 SECTOR 11, CBD BELAPUR",NVOCC,,2028-06-28,
RAMINATRANS SL,JUAN BELTRAN PAREJA,,,SPAIN,,026218,,026218,VALENCIA  46011,,,DR. J.J. DOMINE 12 2ND FLOOR,NVOCC,MANAGING DIRECTOR/CEO,2029-08-31,
NEXUS LOGISTICS S.A.,,,,CHILE,,026219,NEXUS S.A.,,LAS-CONDES-SANTIAGO,,,"AVDA. KENNEDY N 5757, OF. 201-202 TORRE ORIENTE, EDIFICIO MARRIOT",NVOCC,,2028-07-01,
CALABRIA OCEAN LINE LIMITED,,,,HONG KONG,,026220,,,WANCHAI,,,"ROOM 2804B / 28F, WU CHUNG HOUSE 213 QUEEN’S ROAD EAST",NVOCC,,2028-07-01,
INTERNATIONAL LOGISTICS CORPORATION,,,,VIETNAM,,026222,INTERLOG-SUPPLY CHAIN INNOVATOR,,HO CHI MINH CITY,,,"5/F., SAIGON PORT BUILDING 03 NGUYEN TAT THANH STREET, DISTRICT 4",NVOCC,,2028-07-06,
FAST FORWARD LOGISTICS INDIA PRIVATE LIMITED,,,,INDIA,,026223,,,"CHENNAI, TAMIL NADU 600032",,,"1/F, 21-C, SOUTH PHASE, SIDKO THIRU VI KA IND EST 5TH CROSS STREET, GUINDY",NVOCC,,2028-07-06,
PREMIERE LOGISTICS (SHANGHAI) LTD.,,,,CHINA,,026225,,,SHANGHAI  200050,,,"ROOM 603, NO. 28 XUAN HUA ROAD",NVOCC,,2028-07-14,
DOLPHIN INTERNATIONAL TRANSPORTATION INC.,HANK CHOU,,(626) 339-6713,UNITED STATES,,026226,,026226,CITY OF INDUSTRY,CA,91748,1035 S OTTERBEIN AVENUE,NVOCC,DIRECTOR/PRESIDENT/SECRETARY/TREASURER,2029-06-30,(626) 339-6712
BARAMI LOGISTICS GROUP INC,ANTON SIARMIAZHKA,,(917) 362-6729,UNITED STATES,,026228,,026228,JERSEY CITY,NJ,07302,222 MONTGOMERY ST UNIT 5C,NVOCC + FF,CEO/TREASURER,2029-08-31,(347) 402-8595
"SHANGHAI UNION INTERNATIONAL LOGISTICS CO., LTD.",,,,CHINA,,026231,,,SHANGHAI,,,"ROOM 1606, PIAO YING CENTURY PLAZA NO. 578 TIAN BAO ROAD",NVOCC,,2028-07-19,
ROBINSONS CARGO & LOGISTICS PRIVATE LIMITED,,,,INDIA,,026234,,,MUMBAI  400001,,,"CANARA BANK BUILDING, 15/17 ADI MARZBAN PATH, BALLARD ESTATE",NVOCC,,2028-07-19,
"THE K LOGISTICS CO., LTD.",,,,"KOREA, SOUTH",,026236,,,SEOUL 06612,,,"707 GANGNAM OFFICETEL 40 SEOCHO-DAERO 73-GIL, SEOCHO-GU",NVOCC,,2028-07-19,
EAST WEST SHIPPING INC,SURINDER SHARMA,,(718) 343-2286,UNITED STATES,,026238,,026238,FLORAL PARK,NY,11004,79-22 262ND STREET,NVOCC + FF,PRESIDENT/SECRETARY/TREASURER,2029-08-31,(718) 343-2286
"TMT USA, INC.",JORGE VILARO,,(832) 925-8278,UNITED STATES,,026244,"TRANSPORT MARITIME ET TRANSIT USA, INC.",026244,HOUSTON,TX,77060,340 NORTH SAM HOUSTON PARKWAY EAST SUITE 277,NVOCC + FF,VICE PRESIDENT IMPORT/EXPORT,2027-04-30,(832) 834-6786
SUNOBLE INTERNATIONAL LOGISTICS LTD.,,,,CHINA,,026248,,,SHANGHAI  200000,,,"ROOM 603, BLDG-A, NO.868 LONGHUA EAST ROAD",NVOCC,,2028-07-28,
LOWFREIGHTRATE.CA LTD.,NAUSHAD MOLEDINA,,,CANADA,,026250,,026250,ONTARIO L4C 3C7,,,"10520 YONGE STREET, UNIT 35B, 226 RICHMOND HILL",NVOCC,SECRETARY,2027-10-31,
"CMX GLOBAL LOGISTICS, LLC",KIMBERLY LEE,,(310) 567-5473,UNITED STATES,,026254,,026254,BOISE,ID,83703,6333 W. HILL RD,NVOCC + FF,VICE PRESIDENT (NORTH AMERICA OPERATIONS),2027-04-30,
"JAG-UFS LOGISTICS, INC.",PAMELA PARSONS,,(678) 807-6900,UNITED STATES,,026256,,026256,STONE MOUNTAIN,GA,30088,794 HERITAGE OAK DR,NVOCC + FF,USA DIRECTOR OF OPERATIONS,2027-06-30,(678) 807-6901
KLG EUROPE EERSEL BV,,,,NETHERLANDS,,026257,KLG EUROPE,,EERSEL  5520DZ,,,MEERHEIDE 15,NVOCC,,2028-08-12,
"FAR REACHING LOGISTICS (SHANGHAI) CO., LTD.",,,,CHINA,,026258,,,SHANGHAI  200002,,,"ROOM 1306 , WANGJIAO PLAZA NO. 175 YAN’AN (E) RD.",NVOCC,,2028-08-12,
"TIMES CARGO LOGISTIC CO., LTD",,,,VIETNAM,,026259,,,HO CHI MINH CITY,,,"273B TON DAN STR., WARD 15, DISTRICT 4",NVOCC,,2028-08-12,
SEVEN SEAS LOGISTICS LIMITED,,,,UNITED KINGDOM,,026260,7SEAS LOGISTICS,,"CROYDON, CR0 2RD",,,INTERCHANGE BUILDING 81-85 STATION ROAD,NVOCC,,2028-08-12,
FREIGHT AND TRADERS LLC,JUAN BARBOSA,,(786) 448-8467,UNITED STATES,,026263,,026263,MIAMI,FL,33122,8248 NW 30TH TERRACE,NVOCC + FF,MEMBER/CHAIRMAN,2027-03-31,
XCHANGE LOGISTICS CORPORATION,JIANGHAN (SKYE) XU,,(626) 478-2562,UNITED STATES,,026272,,026272,CITY OF INDUSTRY,CA,91748,17588 ROWLAND ST. STE #A250,NVOCC,PRESIDENT/SECRETARY/CFO/TREASURER,2028-02-28,
"MODERN EXPRESS INTERNATIONAL, INC.",,,,TAIWAN,,026274,,,TAIPEI  110,,,"7F-1, NO. 155, SEC. 1, KEELUNG ROAD",NVOCC,,2028-08-17,
OCEANBRIDGE SHIPPING LIMITED,,,,NEW ZEALAND,,026276,OCEANBRIDGE,,AUCKLAND 0622,,,"25 ANZAC STREET, LEVEL 2 TAKAPUNA",NVOCC,,2028-08-24,
"SHANGHAI VAST INTERNATIONAL FREIGHT CO.,LTD",,,,CHINA,,026278,,,SHANGHAI 200433,,,"12F, BUILDING C, TOP PLAZA NO. 421 ZHENGLI ROAD, YANGPU DISTRICT",NVOCC,,2028-08-31,
"SINO-EAGLE INTERNATIONAL TRANSPORT CO., LTD.",,,,CHINA,,026279,SINO-EAGLE,,SHANGHAI  200082,,,"ROOM 2201, NO. 235 CHANG YANG ROAD",NVOCC,,2028-08-31,
"UWL, INC.",JANE COLAZZO,,(440) 895-8200,UNITED STATES,,026282,,020340,ROCKY RIVER,OH,44116,1340 DEPOT STREET STE 200,NVOCC + FF,VICE PRESIDENT,2027-10-31,(440) 356-8870
"KRONOZ INTERNACIONAL, INC.",KAREN BISCARDI,,(713) 997-8640,UNITED STATES,,026283,,026283,HOUSTON,TX,77024,"825 TOWN & COUNTRY LANE,12TH FLOOR SUITE 1200",NVOCC + FF,SECRETARY,2028-03-31,
"EUSU LOGISTICS CO., LTD.",,,,"KOREA, SOUTH",,026284,,,SEOUL 07332,,,"7F, 147, UISADANG-DAERO YEOUNGDEUNGPO-GU",NVOCC,,2028-09-06,
"STRAUNS CUSTOMHOUSE BROKERS, LLC",ROBERT VALE,,(281) 224-3014,UNITED STATES,,026285,,026825,RIO GRANDE CITY,TX,78582,309 PETE DIAZ JR. AVENUE,NVOCC,MEMBER,2029-05-31,(956) 487-6283
LOGICA TRANSPORTATION USA INC.,JORGE ACUNA,,(305) 783-2021,UNITED STATES,,026286,,026286,DORAL,FL,33172,2800 NW 105TH AVE,NVOCC + FF,PRESIDENT,2028-06-30,
GEVA TRANSPORTATION LLC,GEORGE GEORGAKOPOULOS,,(240) 280-0027,UNITED STATES,,026287,GEVA LOGISTICS,026287,CLINTON,MD,20735,7513 OGDEN DRIVE,NVOCC + FF,PRESIDENT/CEO/MEMBER,2028-07-31,(240) 206-3388
"S GROUP CHINA LOGISTICS CO., LTD.",,,,CHINA,,026290,,,"GUANGZHOU, GUANGDONG PROVINCE 510375",,,"ROOM 01-04, 10, 22/F.,NO. 64 HUADI AVENUE MID LIWAN DISTRICT",NVOCC,,2028-09-07,
EXNET CORPORATION,,,,JAPAN,,026291,,,NAGOYA AICHI 460-0002,,,"THE BUILDING PARK MARUNOUCHI 8F, 3-15-34 MARUNOUCHI, NAKA-KU",NVOCC,,2028-09-07,
"QINGDAO FORTUNE LOGISTICS CO., LTD",,,,CHINA,,026292,,,QINGDAO  266001,,,ROOM 3217-3221 PARKSON INTERNATIONAL COMM. CENTRE NO. 44-60 ZHONGSHAN ROAD,NVOCC,,2028-09-07,
TRANS AMERICAN GLOBAL TRADE SERVICES LLC,MARK MCGOVERN,,(954) 328-3458,UNITED STATES,,026295,,020189,BUFFALO,NY,14225,"300 AIRBORNE PARKWAY, SUITE 212",NVOCC + FF,VICE PRESIDENT,2028-09-30,
LONGSAIL USA CORPORATION,RONG (CRYSTAL) BIAO,,(626) 386-8828,UNITED STATES,,026296,,026296,CITY OF INDUSTRY,CA,91744,14750 NELSON AVE UNIT H,NVOCC + FF,"SECRETARY, ASSISTANT TREASURER/CFO",2027-09-30,(626) 386-8822
"EASY SHIPPING TO BELIZE, LLC",CHERRY CADLE-MURRILL,,(941) 255-1031,UNITED STATES,,026297,,026297,PORT CHARLOTTE,FL,33948,18340 ROBINSON AVENUE,NVOCC,MANAGER/MEMBER,2028-07-31,(941) 255-1031
"EXEL LOGISTICS, INC.",SUNNY LEE,,(310) 595-4879,UNITED STATES,,026298,,026298,CARSON,CA,90746,460 E CARSON PLAZA DR. SUITE 200,NVOCC,SECRETARY/CFO/DIRECTOR,2028-08-31,(877) 831-4235
AMG SHIPPING LLC,ADRIANA NEWMAN,,(305) 336-8741,UNITED STATES,,026299,,026299,DORAL,FL,33172,10450 NW 33RD ST. UNIT 404,NVOCC + FF,MANAGER,2028-09-30,(305) 477-5657
HERE TO THERE SERVICES INC.,ROUN FRANCOIS,,(407) 749-3850,SAINT LUCIA,,026300,,026300,CASTRIES,,,LA CLERY,NVOCC,PRESIDENT/SECRETARY,2028-10-31,
CEGENTRANS FREIGHT INC,LID CHAN,,(718) 656-8000,UNITED STATES,,026301,,026301,MINEOLA,NY,11501,170 OLD COUNTRY ROAD STE 310,NVOCC,DIRECTOR/VICE PRESIDENT/SECRETARY/TREASURER,2028-01-31,
ASIK INTERNATIONAL INC.,UFUK ASIK,,(718) 322-8132,UNITED STATES,,026303,,026303,LYNNBROOK,NY,11563,451 SUNRISE HWY STE 3,NVOCC,PRESIDENT/VICE PRESIDENT/SECRETARY/TREASURER,2028-03-31,(718) 322-7390
ACCESS WORLD (USA) LLC,SIMON POLLET,,(202) 941-0250,UNITED STATES,,026304,,026304,BAYTOWN,TX,77523,5515 AMERIPORT PKWY SUITE B,NVOCC + FF,PRESIDENT/MANAGING DIRECTOR,2028-04-30,(443) 918-5203
SERVICIOS LOGISTICOS DYLO SA DE CV,DIEGO MARTINEZ TREVINO,,(956) 588-6225,MEXICO,,026305,SERVICIOS LOGISTICOS DYLO,026305,SANTA CATARINA,,,PROLONGACION ALFONSO REYES #11 NIVEL 2 OF. 1 VIA CORDILLERA VALLE PTE 66196,NVOCC,PRESIDENT,2029-05-31,
COTA LOGISTICS CORP.,MICHAEL TROY II,,(732) 221-9015,UNITED STATES,,026306,,026306,RED BANK,NJ,07701,27 WEST STREET SUITE 25,NVOCC,DIRECTOR/PRESIDENT/SECRETARY/TREASURER,2028-06-30,
OTH LOGISTICS LIMITED LIABILITY COMPANY,AGNES LOPEZ,,(908) 358-6379,UNITED STATES,,026309,,026309,PORT ST LUCIE,FL,34986,10759 SW VISCONTI WAY,NVOCC + FF,"MEMBER, MANAGER",2028-09-30,(609) 204-4147
"INTEGRITY CUSTOMS BROKERAGE, LLC",STEVEN HAVERSTOCK,,(251) 431-6335,UNITED STATES,,026313,INTEGRITY GLOBAL LOGISTICS,022651,MOBILE,AL,36602,ONE SAINT LOUIS STREET SUITE 5000,NVOCC + FF,PRESIDENT,2027-01-31,(251) 431-6795
"DEETEE FREIGHT ENTERPRISES, INC",DIANNE DOUGLAS,,(904) 647-5167,UNITED STATES,,026314,,026314,JACKSONVILLE,FL,32244,"4665 COLLINS ROAD, BLDG 100 UNIT 106",NVOCC,PRESIDENT/SECRETARY,2029-04-30,(904) 647-5169
"CHINA COAST FREIGHT CO., LTD.",,,,CHINA,,026317,,,NINGBO  315040,,,"12F, NINGYUN CENTER NO.151 GUANGFU STREET",NVOCC,,2028-09-21,
PACIFIC FREIGHT CORP.,YOUNG KIM,,(626) 354-9111,UNITED STATES,,026320,,026320,PASADENA,CA,91101,155 N. LAKE AVENUE 8TH FLOOR,NVOCC,PRESIDENT/SECRETARY/TREASURER,2026-10-31,(626) 470-9981
"EUSU LOGISTICS, INC.",UNCHA (CINDY) JUN,,(347) 308-5798,UNITED STATES,,026323,,026323,RIDGEFIELD PARK,NJ,07660,65 CHALLENGER ROAD SUITE 120,NVOCC + FF,SECRETARY/CUSTOMER SERVICE DIRECTOR,2029-03-31,(201) 888-4960
FRANCHESCA EXPRESS INC,FRANCISCO RODRIGUEZ,,(570) 450-7903,UNITED STATES,,026326,,026326,HAZLETON,PA,18201,64 N WYOMING STREET,NVOCC + FF,"PRESIDENT, SECRETARY/TREASURER",2029-06-30,(570) 450-7904
BP OCEAN LLC,OSCAR FURFARO,,(908) 400-3066,UNITED STATES,,026329,,026329,PEAPACK,NJ,07977,55 HOLLAND ROAD,NVOCC,MEMBER/MANAGER,2029-09-30,(908) 400-3066
VAISHNO MEGAMOVERS LLP,,,,INDIA,,026331,,,BOISAR 401506,,,"PLOT NO. G-34, MIDC, TARAPUR",NVOCC,,2028-09-30,
"NNR GLOBAL LOGISTICS (THAILAND) CO., LTD.",,,,THAILAND,,026333,,,BANGKOK  10520,,,"89 MOTORWAY ROAD, KWANG KLONGSONGTONNOON KHET LAT KRABANG",NVOCC,,2028-09-30,
ATLAS GLOBAL SHIPPING LINE LIMITED,,,,UNITED KINGDOM,,026335,ATLAS GLOBAL,,BUCKHURST HILL IG9 5BS,,,"QUEEN'S RD 84 A,",NVOCC,,2028-10-05,
"INTEGRITY GLOBAL LOGISTICS, LLC",LAWRENCE ARRINGTON,,(770) 807-1353,UNITED STATES,,026339,,026339,LOGANVILLE,GA,30052,524 ANNSLEE LANE,NVOCC + FF,MEMBER,2026-09-30,
DRT INTERNATIONAL LOGISTICS INC.,XIAO TAO LI,,(201) 998-1888,UNITED STATES,,026344,,026344,KEARNY,NJ,07032,434 KEARNY AVE STE.236,NVOCC + FF,VICE PRESIDENT,2027-04-30,(201) 998-9888
LANSAR FREIGHT SHIPPING CORP,ABDOU GUENE,,(718) 292-2922,UNITED STATES,,026346,,026346,BRONX,NY,10451,945 COURTLANDT AVENUE,NVOCC + FF,DIRECTOR/PRESIDENT/TREASURER,2027-06-30,(718) 679-9297
"NADEX AUTO MART, INC",NOJIMUDEEN ADELEKE,,(240) 421-4033,UNITED STATES,,026347,NADEX SHIPPING AND LOGISTIC,026347,HYATTSVILLE,MD,20781,5618 LAFAYETTE PLACE,NVOCC + FF,PRESIDENT/SECRETARY/TREASURER,2027-07-31,(240) 770-7417
"FAMOUS PACIFIC SHIPPING USA, INC.",VIVIAN LING,,(718) 880-1688,UNITED STATES,,026349,,026349,CYPRESS,CA,90630,"6711 KATELLA AVE, SUITE 101",NVOCC,SECRETARY,2027-09-30,(718) 880-1689
"TOP LOGISTICS KOREA CO., LTD.",,,,"KOREA, SOUTH",,026353,,,SEOUL  07802,,,"3F, MARCUS BLDG MAGOKDONG-RO 55, GANGSEO-GU",NVOCC,,2028-10-17,
GLOBAL STAR LOGISTICS SOLUTIONS INCORPORATED,HOYOON CHONG,,(703) 942-8590,UNITED STATES,,026357,,026357,ASHBURN,VA,20147,21580 BEAUMEADE CIRCLE SUITE #180,NVOCC + FF,VICE PRESIDENT/DIRECTOR/SECRETARY,2027-07-31,(703) 942-8597
CAVALIER AIR AND OCEAN FREIGHT LLC,SHATISH MAHABIER,,(305) 722-3269,UNITED STATES,,026362,,023441,MIAMI,FL,33182,13439 NW 19TH LANE,NVOCC + FF,MANAGER,2027-01-31,(305) 722-3269
"TRANSFAIR NORTH AMERICA INTERNATIONAL FREIGHT SERVICES, LLC",AMR MASSOUD,,(206) 244-0330,UNITED STATES,,026363,SGL EXPRESS LINE,003793,SEATTLE,WA,98148,18850 8TH AVENUE SOUTH SUITE #100,NVOCC + FF,PRESIDENT,2028-03-31,(206) 244-7463
EPT GLOBAL LOGISTICS USA LLC,BRADLEY WARD,,(843) 872-5166,UNITED STATES,,026366,,026366,CHARLESTON,SC,29492,126 SEVEN FARMS DR. SUITE 260,NVOCC + FF,MEMBER/MANAGER,2027-06-30,
TEAMPOWER LOGISTICS INC.,ROBERT COLEMAN,,(503) 278-5533,UNITED STATES,,026367,,026367,BEAVERTON,OR,97005,3720 SW 141ST AVENUE SUITE 214,NVOCC + FF,DIRECTOR/PRESIDENT,2027-07-31,(503) 427-9304
TRANS WORLD FREIGHT SYSTEM CORP.,XIAO MING YU,,(718) 723-7735,UNITED STATES,,026368,,026368,JAMAICA,NY,11434,145-02 156TH STREET 2FLOOR,NVOCC,TREASURER,2027-08-31,(718) 723-7824
"PROFREIGHT, INC.",MONIKA MUNRO,,732-429-1600,UNITED STATES,,026370,PROFREIGHT CONTAINER LINES,003936,EDISON,NJ,08817,35A BRUNSWICK AVENUE,NVOCC + FF,PRESIDENT,2029-06-30,732-429-1800
"B.I.G. LOGISTICS, LLC",VINOD BALIGA,,(800) 364-4115,UNITED STATES,,026371,,026371,IRVING,TX,75063,1000 NORTH 28TH. AVENUE STE. 200,NVOCC,CEO,2028-01-31,(817) 251-7355
"SHANGHAI USUAL INTERNATIONAL FREIGHT CO., LTD.",,,,CHINA,,026373,,,SHANGHAI  200080,,,"ROOM 702, ABOVE THE BUND PLAZA NO. 948 DONG DA MING ROAD",NVOCC,,2028-10-27,
"MAX IGL, INC.",JIN CHUNG,,(310) 627-4720,UNITED STATES,,026376,,026376,COMPTON,CA,90220,1250 W. ARTESIA BOULEVARD,NVOCC,CFO,2028-06-30,
XPEDITIOUS UNLIMITED LLC,PAUL STACEY,,(310) 885-8001,UNITED STATES,,026379,,026379,SUN VALLEY,CA,91352,10830 CANTARA STREET,NVOCC + FF,MANAGING MEMBER,2028-09-30,(310) 885-8005
CST INTERNATIONAL GROUP INC.,TRI CHUNG,,(626) 616-8088,UNITED STATES,,026380,,026380,SAN GABRIEL,CA,91776,273 W. RALPH STREET,NVOCC,VICE PRESIDENT,2028-10-31,(626) 291-2261
"SKYOCEAN, INC.",SEUNG HOON (RANDY) MOON,,(424) 242-1590,UNITED STATES,,026383,,026383,VERNON,CA,90058,5080 S. ALAMEDA ST.,NVOCC,VICE PRESIDENT,2028-03-31,(424) 242-1594
"SINOCAN INTERNATIONAL LOGISTICS (SHENZHEN) CO., LTD.",,,,CHINA,,026386,,,SHENZHEN,,,"RM 3905, 39/F, TOWER A, TIANXIA JINNIU PLAZA TAOYUAN ROAD 8#, NANSHAN DISTRICT",NVOCC,,2028-11-08,
THRUTAINERS INTERNATIONAL (PTY) LIMITED,,,,SOUTH AFRICA,,026388,,,DURBAN,,,"1 STROUDE PLACE PROSPECTION, 4133",NVOCC,,2028-11-08,
TOAM FORWARDING & CUSTOMS CLEARANCE LTD.,,,,ISRAEL,,026389,,,HAIFA 3303403,,,"HA'ATZMAUT ROAD, ST 82",NVOCC,,2028-11-08,
"FLS PROJECTS (USA), INC.",RICHARD FRITZ,,(281) 688-2541,UNITED STATES,,026393,"CONTI LINE INTERNATIONAL, INC.",026393,HOUSTON,TX,77002,440 LOUISIANA STREET SUITE 800,NVOCC + FF,PRESIDENT/SECRETARY,2028-03-31,(281) 688-2541
CONTINENT SOLUTION SYSTEM INC.,CHENG WAN,,(909) 259-9277,UNITED STATES,,026395,,026395,CITY OF INDUSTRY,CA,91789,19635 E WALNUT DR N,NVOCC + FF,CEO,2028-05-31,(909) 923-3383
GLOBAL TRANSPORTATION CORPORATION,,,,TAIWAN,,026398,,,TAIPEI  10486,,,"6/F., NO. 87 SONG JIANG ROAD ZHONGSHAN DISTRICT",NVOCC,,2028-11-15,
"SHINYEI SHIPPING CO., LTD.",,,,JAPAN,,026400,,,TOKYO 105-0011,,,"8-12 SHIBAKOEN, 1-CHOME MINATOKU",NVOCC,,2028-11-15,
"GINTER LOGISTICS SERVICE CO., LTD.",,,,CHINA,,026402,,,BEIJING  100006,,,"ROOM 1120-1121, INTERCHINA COMM. BLDG. NO. 33 DENGSHIKOU STREET, DONGCHENG DISTRICT",NVOCC,,2028-11-15,
FPS LOGISTICS (USA) INC.,ANNA LIU,,(310) 808-1050,UNITED STATES,,026403,FAMOUS CONTAINER LINES,026403,GARDENA,CA,90248,1472 WEST 178TH STREET,NVOCC,VICE PRESIDENT,2028-03-31,(310) 808-1055
"PACLOGISTICS, INC.",JOHN NIKOGHOSSIAN,,(818) 689-3136,UNITED STATES,,026404,,026404,TUJUNGA,CA,91042,9245 SCOTMONT DRIVE,NVOCC,PRESIDENT/VICE PRESIDENT/CEO/CFO/TREASURER/SEC,2028-04-30,(818) 951-4749
HERMES INTERNATIONAL LOGISTICS INC,OKSANA SMIRNOVA,,(191) 725-4324,UNITED STATES,,026405,,026405,STATEN ISLAND,NY,10308,64 WOODLAND AVENUE,NVOCC,PRESIDENT/VICE PRESIDENT/SECRETARY/TREASURER/CEO,2028-05-31,(718) 980-7103
